mes,pais,plan,motivo,clientes,mrr_perdido_usd
2025-05,Colombia,Profesional Independiente,Otro / sin motivo registrado,28,1011.23
2025-05,Colombia,Emprendedor,Cerró o quebró el negocio,110,5118.65
2025-05,Colombia,Emprendedor,Precio / ajuste anual,102,4107.82
2025-05,Colombia,Emprendedor,Se fue a la competencia,75,3161.52
2025-05,Colombia,Emprendedor,Mala experiencia de soporte,88,3851.46
2025-05,Colombia,Emprendedor,No logró implementar,51,2344.26
2025-05,Colombia,Emprendedor,Cambió de contador,37,1677.54
2025-05,Colombia,Emprendedor,Funcionalidad faltante,36,1440.96
2025-05,Colombia,Emprendedor,Otro / sin motivo registrado,23,1053.84
2025-05,Colombia,Premium,Cerró o quebró el negocio,55,2363.06
2025-05,Colombia,Premium,Precio / ajuste anual,33,1896.4
2025-05,Colombia,Premium,Se fue a la competencia,25,1459.54
2025-05,Colombia,Premium,Mala experiencia de soporte,31,1778.05
2025-05,Colombia,Premium,No logró implementar,22,1082.24
2025-05,Colombia,Premium,Cambió de contador,17,774.45
2025-05,Colombia,Premium,Funcionalidad faltante,14,665.23
2025-05,Colombia,Premium,Otro / sin motivo registrado,12,486.51
2025-05,Colombia,Corporativo,Cerró o quebró el negocio,10,818.62
2025-05,Colombia,Corporativo,Precio / ajuste anual,5,656.96
2025-05,Colombia,Corporativo,Se fue a la competencia,5,505.62
2025-05,Colombia,Corporativo,Mala experiencia de soporte,6,615.96
2025-05,Colombia,Corporativo,No logró implementar,4,374.91
2025-05,Colombia,Corporativo,Cambió de contador,2,268.29
2025-05,Colombia,Corporativo,Funcionalidad faltante,2,230.45
2025-05,Colombia,Corporativo,Otro / sin motivo registrado,2,168.54
2025-05,Colombia,Siigo POS,Cerró o quebró el negocio,55,919.68
2025-05,Colombia,Siigo POS,Precio / ajuste anual,38,738.06
2025-05,Colombia,Siigo POS,Se fue a la competencia,30,568.04
2025-05,Colombia,Siigo POS,Mala experiencia de soporte,31,692.0
2025-05,Colombia,Siigo POS,No logró implementar,14,421.2
2025-05,Colombia,Siigo POS,Cambió de contador,14,301.41
2025-05,Colombia,Siigo POS,Funcionalidad faltante,10,258.9
2025-05,Colombia,Siigo POS,Otro / sin motivo registrado,9,189.35
2025-05,Colombia,POS Gastrobar,Cerró o quebró el negocio,26,704.98
2025-05,Colombia,POS Gastrobar,Precio / ajuste anual,22,565.76
2025-05,Colombia,POS Gastrobar,Se fue a la competencia,14,435.43
2025-05,Colombia,POS Gastrobar,Mala experiencia de soporte,16,530.46
2025-05,Colombia,POS Gastrobar,No logró implementar,11,322.87
2025-05,Colombia,POS Gastrobar,Cambió de contador,8,231.05
2025-05,Colombia,POS Gastrobar,Funcionalidad faltante,7,198.46
2025-05,Colombia,POS Gastrobar,Otro / sin motivo registrado,5,145.14
2025-06,Colombia,Siigo Contador,Cerró o quebró el negocio,61,0.0
2025-06,Colombia,Siigo Contador,Precio / ajuste anual,47,0.0
2025-06,Colombia,Siigo Contador,Se fue a la competencia,34,0.0
2025-06,Colombia,Siigo Contador,Mala experiencia de soporte,37,0.0
2025-06,Colombia,Siigo Contador,No logró implementar,26,0.0
2025-06,Colombia,Siigo Contador,Cambió de contador,20,0.0
2025-06,Colombia,Siigo Contador,Funcionalidad faltante,17,0.0
2025-06,Colombia,Siigo Contador,Otro / sin motivo registrado,11,0.0
2025-06,Colombia,Profesional Independiente,Cerró o quebró el negocio,147,5284.6
2025-06,Colombia,Profesional Independiente,Precio / ajuste anual,99,4241.01
2025-06,Colombia,Profesional Independiente,Se fue a la competencia,97,3264.02
2025-06,Colombia,Profesional Independiente,Mala experiencia de soporte,77,2686.71
2025-06,Colombia,Profesional Independiente,No logró implementar,69,2420.26
2025-06,Colombia,Profesional Independiente,Cambió de contador,50,1731.93
2025-06,Colombia,Profesional Independiente,Funcionalidad faltante,47,1487.68
2025-06,Colombia,Profesional Independiente,Otro / sin motivo registrado,27,1088.01
2025-06,Colombia,Emprendedor,Cerró o quebró el negocio,105,5130.49
2025-06,Colombia,Emprendedor,Precio / ajuste anual,102,4117.32
2025-06,Colombia,Emprendedor,Se fue a la competencia,56,3168.83
2025-06,Colombia,Emprendedor,Mala experiencia de soporte,64,2608.36
2025-06,Colombia,Emprendedor,No logró implementar,49,2349.68
2025-06,Colombia,Emprendedor,Cambió de contador,27,1681.42
2025-06,Colombia,Emprendedor,Funcionalidad faltante,34,1444.3
2025-06,Colombia,Emprendedor,Otro / sin motivo registrado,22,1056.28
2025-06,Colombia,Premium,Cerró o quebró el negocio,46,2302.84
2025-06,Colombia,Premium,Precio / ajuste anual,33,1848.08
2025-06,Colombia,Premium,Se fue a la competencia,24,1422.34
2025-06,Colombia,Premium,Mala experiencia de soporte,29,1170.77
2025-06,Colombia,Premium,No logró implementar,22,1054.66
2025-06,Colombia,Premium,Cambió de contador,16,754.71
2025-06,Colombia,Premium,Funcionalidad faltante,12,648.28
2025-06,Colombia,Premium,Otro / sin motivo registrado,8,474.11
2025-06,Colombia,Corporativo,Cerró o quebró el negocio,7,757.03
2025-06,Colombia,Corporativo,Precio / ajuste anual,6,607.53
2025-06,Colombia,Corporativo,Se fue a la competencia,4,467.58
2025-06,Colombia,Corporativo,Mala experiencia de soporte,3,384.88
2025-06,Colombia,Corporativo,No logró implementar,3,346.71
2025-06,Colombia,Corporativo,Cambió de contador,2,248.1
2025-06,Colombia,Corporativo,Funcionalidad faltante,2,213.11
2025-06,Colombia,Corporativo,Otro / sin motivo registrado,1,155.86
2025-06,Colombia,Siigo POS,Cerró o quebró el negocio,42,925.09
2025-06,Colombia,Siigo POS,Precio / ajuste anual,30,742.4
2025-06,Colombia,Siigo POS,Se fue a la competencia,27,571.38
2025-06,Colombia,Siigo POS,Mala experiencia de soporte,20,470.32
2025-06,Colombia,Siigo POS,No logró implementar,22,423.67
2025-06,Colombia,Siigo POS,Cambió de contador,12,303.18
2025-06,Colombia,Siigo POS,Funcionalidad faltante,12,260.42
2025-06,Colombia,Siigo POS,Otro / sin motivo registrado,7,190.46
2025-06,Colombia,POS Gastrobar,Cerró o quebró el negocio,22,705.69
2025-06,Colombia,POS Gastrobar,Precio / ajuste anual,20,566.33
2025-06,Colombia,POS Gastrobar,Se fue a la competencia,14,435.87
2025-06,Colombia,POS Gastrobar,Mala experiencia de soporte,14,358.78
2025-06,Colombia,POS Gastrobar,No logró implementar,13,323.19
2025-06,Colombia,POS Gastrobar,Cambió de contador,7,231.28
2025-06,Colombia,POS Gastrobar,Funcionalidad faltante,6,198.66
2025-06,Colombia,POS Gastrobar,Otro / sin motivo registrado,5,145.29
2025-07,Colombia,Siigo Contador,Cerró o quebró el negocio,50,0.0
2025-07,Colombia,Siigo Contador,Precio / ajuste anual,53,0.0
2025-07,Colombia,Siigo Contador,Se fue a la competencia,36,0.0
2025-07,Colombia,Siigo Contador,Mala experiencia de soporte,25,0.0
2025-07,Colombia,Siigo Contador,No logró implementar,26,0.0
2025-07,Colombia,Siigo Contador,Cambió de contador,17,0.0
2025-07,Colombia,Siigo Contador,Funcionalidad faltante,14,0.0
2025-07,Colombia,Siigo Contador,Otro / sin motivo registrado,10,0.0
2025-07,Colombia,Profesional Independiente,Cerró o quebró el negocio,180,5329.28
2025-07,Colombia,Profesional Independiente,Precio / ajuste anual,133,4276.86
2025-07,Colombia,Profesional Independiente,Se fue a la competencia,92,3291.61
2025-07,Colombia,Profesional Independiente,Mala experiencia de soporte,85,2709.42
2025-07,Colombia,Profesional Independiente,No logró implementar,71,2440.72
2025-07,Colombia,Profesional Independiente,Cambió de contador,58,1746.57
2025-07,Colombia,Profesional Independiente,Funcionalidad faltante,49,1500.26
2025-07,Colombia,Profesional Independiente,Otro / sin motivo registrado,32,1097.2
2025-07,Colombia,Emprendedor,Cerró o quebró el negocio,129,5659.79
2025-07,Colombia,Emprendedor,Precio / ajuste anual,96,4542.1
2025-07,Colombia,Emprendedor,Se fue a la competencia,70,3495.75
2025-07,Colombia,Emprendedor,Mala experiencia de soporte,71,2877.45
2025-07,Colombia,Emprendedor,No logró implementar,54,2592.09
2025-07,Colombia,Emprendedor,Cambió de contador,43,1854.89
2025-07,Colombia,Emprendedor,Funcionalidad faltante,34,1593.3
2025-07,Colombia,Emprendedor,Otro / sin motivo registrado,20,1165.25
2025-07,Colombia,Premium,Cerró o quebró el negocio,36,2204.36
2025-07,Colombia,Premium,Precio / ajuste anual,39,1769.05
2025-07,Colombia,Premium,Se fue a la competencia,21,1361.52
2025-07,Colombia,Premium,Mala experiencia de soporte,17,1120.71
2025-07,Colombia,Premium,No logró implementar,20,1009.56
2025-07,Colombia,Premium,Cambió de contador,16,722.44
2025-07,Colombia,Premium,Funcionalidad faltante,10,620.56
2025-07,Colombia,Premium,Otro / sin motivo registrado,8,453.84
2025-07,Colombia,Corporativo,Cerró o quebró el negocio,9,762.14
2025-07,Colombia,Corporativo,Precio / ajuste anual,5,611.64
2025-07,Colombia,Corporativo,Se fue a la competencia,5,470.74
2025-07,Colombia,Corporativo,Mala experiencia de soporte,3,387.48
2025-07,Colombia,Corporativo,No logró implementar,3,349.05
2025-07,Colombia,Corporativo,Cambió de contador,2,249.78
2025-07,Colombia,Corporativo,Funcionalidad faltante,2,214.55
2025-07,Colombia,Corporativo,Otro / sin motivo registrado,1,156.91
2025-07,Colombia,Siigo POS,Cerró o quebró el negocio,47,982.8
2025-07,Colombia,Siigo POS,Precio / ajuste anual,36,788.72
2025-07,Colombia,Siigo POS,Se fue a la competencia,28,607.02
2025-07,Colombia,Siigo POS,Mala experiencia de soporte,26,499.66
2025-07,Colombia,Siigo POS,No logró implementar,25,450.11
2025-07,Colombia,Siigo POS,Cambió de contador,16,322.09
2025-07,Colombia,Siigo POS,Funcionalidad faltante,12,276.67
2025-07,Colombia,Siigo POS,Otro / sin motivo registrado,10,202.34
2025-07,Colombia,POS Gastrobar,Cerró o quebró el negocio,23,743.47
2025-07,Colombia,POS Gastrobar,Precio / ajuste anual,19,596.65
2025-07,Colombia,POS Gastrobar,Se fue a la competencia,19,459.2
2025-07,Colombia,POS Gastrobar,Mala experiencia de soporte,14,377.98
2025-07,Colombia,POS Gastrobar,No logró implementar,12,340.5
2025-07,Colombia,POS Gastrobar,Cambió de contador,8,243.66
2025-07,Colombia,POS Gastrobar,Funcionalidad faltante,8,209.3
2025-07,Colombia,POS Gastrobar,Otro / sin motivo registrado,6,153.07
2025-08,Colombia,Siigo Contador,Cerró o quebró el negocio,55,0.0
2025-08,Colombia,Siigo Contador,Precio / ajuste anual,37,0.0
2025-08,Colombia,Siigo Contador,Se fue a la competencia,35,0.0
2025-08,Colombia,Siigo Contador,Mala experiencia de soporte,39,0.0
2025-08,Colombia,Siigo Contador,No logró implementar,21,0.0
2025-08,Colombia,Siigo Contador,Cambió de contador,22,0.0
2025-08,Colombia,Siigo Contador,Funcionalidad faltante,16,0.0
2025-08,Colombia,Siigo Contador,Otro / sin motivo registrado,11,0.0
2025-08,Colombia,Profesional Independiente,Cerró o quebró el negocio,143,5085.78
2025-08,Colombia,Profesional Independiente,Precio / ajuste anual,133,4081.45
2025-08,Colombia,Profesional Independiente,Se fue a la competencia,95,3141.22
2025-08,Colombia,Profesional Independiente,Mala experiencia de soporte,107,3826.73
2025-08,Colombia,Profesional Independiente,No logró implementar,65,2329.2
2025-08,Colombia,Profesional Independiente,Cambió de contador,53,1666.77
2025-08,Colombia,Profesional Independiente,Funcionalidad faltante,35,1431.71
2025-08,Colombia,Profesional Independiente,Otro / sin motivo registrado,32,1047.07
2025-08,Colombia,Emprendedor,Cerró o quebró el negocio,96,5027.45
2025-08,Colombia,Emprendedor,Precio / ajuste anual,93,4034.63
2025-08,Colombia,Emprendedor,Se fue a la competencia,53,3105.19
2025-08,Colombia,Emprendedor,Mala experiencia de soporte,75,3782.84
2025-08,Colombia,Emprendedor,No logró implementar,59,2302.49
2025-08,Colombia,Emprendedor,Cambió de contador,37,1647.65
2025-08,Colombia,Emprendedor,Funcionalidad faltante,33,1415.29
2025-08,Colombia,Emprendedor,Otro / sin motivo registrado,25,1035.06
2025-08,Colombia,Premium,Cerró o quebró el negocio,42,2284.34
2025-08,Colombia,Premium,Precio / ajuste anual,32,1833.23
2025-08,Colombia,Premium,Se fue a la competencia,28,1410.91
2025-08,Colombia,Premium,Mala experiencia de soporte,32,1718.82
2025-08,Colombia,Premium,No logró implementar,20,1046.19
2025-08,Colombia,Premium,Cambió de contador,15,748.65
2025-08,Colombia,Premium,Funcionalidad faltante,13,643.07
2025-08,Colombia,Premium,Otro / sin motivo registrado,5,470.3
2025-08,Colombia,Corporativo,Cerró o quebró el negocio,7,772.16
2025-08,Colombia,Corporativo,Precio / ajuste anual,5,619.67
2025-08,Colombia,Corporativo,Se fue a la competencia,5,476.92
2025-08,Colombia,Corporativo,Mala experiencia de soporte,5,581.0
2025-08,Colombia,Corporativo,No logró implementar,3,353.63
2025-08,Colombia,Corporativo,Cambió de contador,2,253.06
2025-08,Colombia,Corporativo,Funcionalidad faltante,2,217.37
2025-08,Colombia,Corporativo,Otro / sin motivo registrado,1,158.97
2025-08,Colombia,Siigo POS,Cerró o quebró el negocio,43,1042.5
2025-08,Colombia,Siigo POS,Precio / ajuste anual,43,836.63
2025-08,Colombia,Siigo POS,Se fue a la competencia,27,643.9
2025-08,Colombia,Siigo POS,Mala experiencia de soporte,42,784.42
2025-08,Colombia,Siigo POS,No logró implementar,22,477.45
2025-08,Colombia,Siigo POS,Cambió de contador,18,341.66
2025-08,Colombia,Siigo POS,Funcionalidad faltante,13,293.48
2025-08,Colombia,Siigo POS,Otro / sin motivo registrado,12,214.63
2025-08,Colombia,POS Gastrobar,Cerró o quebró el negocio,21,788.67
2025-08,Colombia,POS Gastrobar,Precio / ajuste anual,23,632.92
2025-08,Colombia,POS Gastrobar,Se fue a la competencia,16,487.12
2025-08,Colombia,POS Gastrobar,Mala experiencia de soporte,18,593.42
2025-08,Colombia,POS Gastrobar,No logró implementar,12,361.2
2025-08,Colombia,POS Gastrobar,Cambió de contador,8,258.47
2025-08,Colombia,POS Gastrobar,Funcionalidad faltante,7,222.02
2025-08,Colombia,POS Gastrobar,Otro / sin motivo registrado,5,162.37
2025-09,Colombia,Siigo Contador,Cerró o quebró el negocio,66,0.0
2025-09,Colombia,Siigo Contador,Precio / ajuste anual,54,0.0
2025-09,Colombia,Siigo Contador,Se fue a la competencia,38,0.0
2025-09,Colombia,Siigo Contador,Mala experiencia de soporte,43,0.0
2025-09,Colombia,Siigo Contador,No logró implementar,27,0.0
2025-09,Colombia,Siigo Contador,Cambió de contador,16,0.0
2025-09,Colombia,Siigo Contador,Funcionalidad faltante,13,0.0
2025-09,Colombia,Siigo Contador,Otro / sin motivo registrado,13,0.0
2025-09,Colombia,Profesional Independiente,Cerró o quebró el negocio,157,4679.01
2025-09,Colombia,Profesional Independiente,Precio / ajuste anual,127,3755.01
2025-09,Colombia,Profesional Independiente,Se fue a la competencia,84,2889.98
2025-09,Colombia,Profesional Independiente,Mala experiencia de soporte,99,3520.66
2025-09,Colombia,Profesional Independiente,No logró implementar,66,2142.91
2025-09,Colombia,Profesional Independiente,Cambió de contador,47,1533.46
2025-09,Colombia,Profesional Independiente,Funcionalidad faltante,33,1317.2
2025-09,Colombia,Profesional Independiente,Otro / sin motivo registrado,25,963.33
2025-09,Colombia,Emprendedor,Cerró o quebró el negocio,103,4866.04
2025-09,Colombia,Emprendedor,Precio / ajuste anual,75,3905.1
2025-09,Colombia,Emprendedor,Se fue a la competencia,57,3005.5
2025-09,Colombia,Emprendedor,Mala experiencia de soporte,67,3661.39
2025-09,Colombia,Emprendedor,No logró implementar,50,2228.56
2025-09,Colombia,Emprendedor,Cambió de contador,42,1594.75
2025-09,Colombia,Emprendedor,Funcionalidad faltante,35,1369.85
2025-09,Colombia,Emprendedor,Otro / sin motivo registrado,25,1001.83
2025-09,Colombia,Premium,Cerró o quebró el negocio,54,2553.9
2025-09,Colombia,Premium,Precio / ajuste anual,40,2049.56
2025-09,Colombia,Premium,Se fue a la competencia,26,1577.41
2025-09,Colombia,Premium,Mala experiencia de soporte,34,1921.65
2025-09,Colombia,Premium,No logró implementar,23,1169.64
2025-09,Colombia,Premium,Cambió de contador,14,836.99
2025-09,Colombia,Premium,Funcionalidad faltante,14,718.95
2025-09,Colombia,Premium,Otro / sin motivo registrado,9,525.8
2025-09,Colombia,Corporativo,Cerró o quebró el negocio,7,776.38
2025-09,Colombia,Corporativo,Precio / ajuste anual,6,623.06
2025-09,Colombia,Corporativo,Se fue a la competencia,5,479.53
2025-09,Colombia,Corporativo,Mala experiencia de soporte,7,584.17
2025-09,Colombia,Corporativo,No logró implementar,3,355.57
2025-09,Colombia,Corporativo,Cambió de contador,2,254.44
2025-09,Colombia,Corporativo,Funcionalidad faltante,1,218.56
2025-09,Colombia,Corporativo,Otro / sin motivo registrado,1,159.84
2025-09,Colombia,Siigo POS,Cerró o quebró el negocio,54,952.03
2025-09,Colombia,Siigo POS,Precio / ajuste anual,38,764.03
2025-09,Colombia,Siigo POS,Se fue a la competencia,24,588.02
2025-09,Colombia,Siigo POS,Mala experiencia de soporte,37,716.35
2025-09,Colombia,Siigo POS,No logró implementar,24,436.02
2025-09,Colombia,Siigo POS,Cambió de contador,14,312.01
2025-09,Colombia,Siigo POS,Funcionalidad faltante,13,268.01
2025-09,Colombia,Siigo POS,Otro / sin motivo registrado,9,196.01
2025-09,Colombia,POS Gastrobar,Cerró o quebró el negocio,30,758.0
2025-09,Colombia,POS Gastrobar,Precio / ajuste anual,23,608.31
2025-09,Colombia,POS Gastrobar,Se fue a la competencia,17,468.18
2025-09,Colombia,POS Gastrobar,Mala experiencia de soporte,20,570.35
2025-09,Colombia,POS Gastrobar,No logró implementar,14,347.15
2025-09,Colombia,POS Gastrobar,Cambió de contador,8,248.42
2025-09,Colombia,POS Gastrobar,Funcionalidad faltante,8,213.39
2025-09,Colombia,POS Gastrobar,Otro / sin motivo registrado,5,156.06
2025-10,Colombia,Siigo Contador,Cerró o quebró el negocio,50,0.0
2025-10,Colombia,Siigo Contador,Precio / ajuste anual,41,0.0
2025-10,Colombia,Siigo Contador,Se fue a la competencia,33,0.0
2025-10,Colombia,Siigo Contador,Mala experiencia de soporte,27,0.0
2025-10,Colombia,Siigo Contador,No logró implementar,21,0.0
2025-10,Colombia,Siigo Contador,Cambió de contador,16,0.0
2025-10,Colombia,Siigo Contador,Funcionalidad faltante,16,0.0
2025-10,Colombia,Siigo Contador,Otro / sin motivo registrado,9,0.0
2025-10,Colombia,Profesional Independiente,Cerró o quebró el negocio,165,5144.35
2025-10,Colombia,Profesional Independiente,Precio / ajuste anual,132,4128.45
2025-10,Colombia,Profesional Independiente,Se fue a la competencia,86,3177.39
2025-10,Colombia,Profesional Independiente,Mala experiencia de soporte,67,2615.4
2025-10,Colombia,Profesional Independiente,No logró implementar,59,2356.02
2025-10,Colombia,Profesional Independiente,Cambió de contador,44,1685.96
2025-10,Colombia,Profesional Independiente,Funcionalidad faltante,39,1448.2
2025-10,Colombia,Profesional Independiente,Otro / sin motivo registrado,28,1059.13
2025-10,Colombia,Emprendedor,Cerró o quebró el negocio,116,5496.66
2025-10,Colombia,Emprendedor,Precio / ajuste anual,92,4411.19
