mes,pais,plan,mrr_inicial_usd,nuevo_usd,expansion_usd,reactivacion_usd,contraccion_usd,churn_usd,mrr_final_usd,clientes_inicial,clientes_nuevos,clientes_baja,clientes_final
2025-08,Chile,Emprendedor,88454.52,3043.46,959.13,61.95,-108.59,-1296.7,91113.77,1619,65,24,1661
2025-08,Chile,Premium,55271.42,1741.37,612.47,30.1,-145.03,-630.66,56879.66,926,34,11,950
2025-08,Chile,Corporativo,40554.91,1218.54,443.02,11.65,-103.03,-244.22,41880.87,361,13,2,372
2025-08,Chile,Siigo POS,10487.76,451.15,91.58,10.42,-10.77,-218.57,10811.58,417,21,9,429
2025-08,Chile,POS Gastrobar,5370.75,255.27,50.46,6.32,-12.83,-132.67,5537.3,161,9,4,166
2025-09,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,727,30,9,748
2025-09,Chile,Profesional Independiente,69543.43,3437.58,510.54,83.75,-89.95,-1759.19,71726.17,1694,99,43,1750
2025-09,Chile,Emprendedor,91113.77,3777.91,929.53,68.98,-125.67,-1445.03,94319.5,1661,81,26,1716
2025-09,Chile,Premium,56879.66,2033.92,548.71,30.97,-119.09,-649.49,58724.67,950,40,11,978
2025-09,Chile,Corporativo,41880.87,1142.31,385.0,11.07,-139.14,-232.64,43047.47,372,12,2,382
2025-09,Chile,Siigo POS,10811.58,477.49,91.8,10.44,-17.36,-219.22,11154.73,429,22,9,443
2025-09,Chile,POS Gastrobar,5537.3,232.33,46.2,6.38,-11.09,-133.96,5677.16,166,8,4,170
2025-10,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,748,33,10,771
2025-10,Chile,Profesional Independiente,71726.17,3295.64,622.67,85.81,-171.4,-1801.99,73756.89,1750,95,44,1801
2025-10,Chile,Emprendedor,94319.5,3724.8,719.15,72.56,-197.09,-1524.99,97113.94,1716,80,28,1768
2025-10,Chile,Premium,58724.67,2100.33,540.86,30.32,-110.57,-636.05,60649.55,978,41,11,1009
2025-10,Chile,Corporativo,43047.47,1273.59,545.48,11.99,-74.02,-250.54,44553.98,382,13,2,392
2025-10,Chile,Siigo POS,11154.73,449.1,72.72,11.67,-29.12,-245.74,11413.36,443,21,10,454
2025-10,Chile,POS Gastrobar,5677.16,255.6,49.89,6.8,-4.88,-142.56,5842.01,170,9,4,175
2025-11,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,771,32,10,793
2025-11,Chile,Profesional Independiente,73756.89,3247.59,654.39,85.23,-169.68,-1789.46,75784.97,1801,94,44,1851
2025-11,Chile,Emprendedor,97113.94,3668.09,770.42,74.53,-185.04,-1565.51,99876.43,1768,79,28,1818
2025-11,Chile,Premium,60649.55,1948.48,524.24,31.32,-117.14,-657.39,62379.06,1009,38,11,1036
2025-11,Chile,Corporativo,44553.98,1262.52,344.28,12.18,-140.2,-256.26,45776.5,392,13,2,403
2025-11,Chile,Siigo POS,11413.36,470.62,86.52,10.68,-31.39,-224.71,11725.09,454,22,9,468
2025-11,Chile,POS Gastrobar,5842.01,268.58,31.01,6.52,-7.51,-137.14,6003.46,175,10,4,180
2025-12,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,793,29,13,810
2025-12,Chile,Profesional Independiente,75784.97,3098.37,784.89,105.69,-186.0,-2216.05,77371.87,1851,90,54,1887
2025-12,Chile,Emprendedor,99876.43,2703.93,802.72,80.59,-247.39,-1693.76,101522.53,1818,59,31,1845
2025-12,Chile,Premium,62379.06,1791.61,615.7,35.38,-154.96,-742.21,63924.59,1036,35,12,1059
2025-12,Chile,Corporativo,45776.5,1041.09,311.0,14.81,-89.65,-311.4,46742.35,403,11,3,411
2025-12,Chile,Siigo POS,11725.09,478.79,99.51,13.03,-45.5,-274.2,11996.73,468,23,11,479
2025-12,Chile,POS Gastrobar,6003.46,219.73,61.21,8.13,-8.62,-170.26,6113.66,180,8,5,183
2026-01,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,810,46,14,842
2026-01,Chile,Profesional Independiente,77371.87,4287.06,4648.43,200.27,-95.13,-2445.26,83967.23,1887,120,60,1947
2026-01,Chile,Emprendedor,101522.53,5521.17,6432.79,179.42,-368.96,-2188.85,111098.11,1845,114,40,1919
2026-01,Chile,Premium,63924.59,3076.78,3918.03,79.71,-180.65,-973.54,69844.91,1059,57,16,1100
2026-01,Chile,Corporativo,46742.35,1891.99,2863.85,27.38,-88.29,-334.17,51103.1,411,19,3,427
2026-01,Chile,Siigo POS,11996.73,707.25,748.83,27.14,-25.81,-330.87,13123.26,479,32,13,498
2026-01,Chile,POS Gastrobar,6113.66,417.47,403.89,16.32,-6.15,-198.07,6747.12,183,14,6,191
2026-02,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,842,41,11,871
2026-02,Chile,Profesional Independiente,83967.23,4407.88,900.96,168.44,-139.57,-2158.07,87146.88,1947,122,50,2019
2026-02,Chile,Emprendedor,111098.11,4125.22,856.33,125.56,-203.86,-1613.86,114387.5,1919,85,28,1976
2026-02,Chile,Premium,69844.91,2494.1,761.76,65.85,-97.77,-843.35,72225.5,1100,46,13,1133
2026-02,Chile,Corporativo,51103.1,1738.96,392.96,19.73,-87.41,-253.62,52913.74,427,17,2,442
2026-02,Chile,Siigo POS,13123.26,661.51,140.65,22.32,-38.57,-286.38,13622.79,498,30,11,517
2026-02,Chile,POS Gastrobar,6747.12,384.87,57.65,13.64,-16.51,-175.24,7011.52,191,13,5,200
2026-03,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,871,41,12,900
2026-03,Chile,Profesional Independiente,87146.88,4046.84,706.51,148.24,-137.13,-1904.06,90007.28,2019,112,44,2087
2026-03,Chile,Emprendedor,114387.5,4189.51,1190.46,130.18,-186.4,-1668.31,118042.93,1976,86,29,2033
2026-03,Chile,Premium,72225.5,2723.79,625.24,60.53,-83.64,-776.68,74774.74,1133,50,12,1171
2026-03,Chile,Corporativo,52913.74,1616.16,488.7,21.64,-106.98,-277.76,54655.5,442,16,2,455
2026-03,Chile,Siigo POS,13622.79,592.63,92.54,20.32,-16.79,-261.2,14050.29,517,27,10,534
2026-03,Chile,POS Gastrobar,7011.52,333.68,58.86,13.04,-8.01,-167.42,7241.67,200,11,5,206
2026-04,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,900,39,12,927
2026-04,Chile,Profesional Independiente,90007.28,3688.86,865.81,159.29,-84.32,-2041.65,92595.27,2087,103,47,2143
2026-04,Chile,Emprendedor,118042.93,4607.16,1017.43,144.31,-260.74,-1853.75,121697.34,2033,94,32,2096
2026-04,Chile,Premium,74774.74,2638.07,424.54,60.75,-63.39,-781.68,77053.05,1171,49,12,1208
2026-04,Chile,Corporativo,54655.5,1623.42,471.52,25.95,-104.22,-333.23,56338.94,455,16,3,468
2026-04,Chile,Siigo POS,14050.29,587.55,110.21,21.95,-53.65,-282.67,14433.68,534,27,11,550
2026-04,Chile,POS Gastrobar,7241.67,329.47,51.06,13.49,-18.29,-173.68,7443.73,206,11,5,212
2026-05,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,927,37,12,951
2026-05,Chile,Profesional Independiente,92595.27,3899.2,714.16,108.21,-158.77,-2273.24,94884.83,2143,107,53,2197
2026-05,Chile,Emprendedor,121697.34,4224.4,1128.21,95.52,-235.85,-2003.81,124905.82,2096,86,35,2147
2026-05,Chile,Premium,77053.05,2515.81,929.52,39.56,-131.44,-827.49,79579.01,1208,46,13,1241
2026-05,Chile,Corporativo,56338.94,1592.25,632.65,15.26,-104.18,-319.45,58155.46,468,15,3,481
2026-05,Chile,Siigo POS,14433.68,561.56,158.37,13.31,-54.12,-279.2,14833.61,550,25,11,565
2026-05,Chile,POS Gastrobar,7443.73,332.18,68.22,8.97,-14.29,-188.12,7650.69,212,11,5,218
2026-06,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,951,37,13,975
2026-06,Chile,Profesional Independiente,94884.83,3956.45,749.65,111.63,-177.1,-2344.79,97180.67,2197,109,54,2251
2026-06,Chile,Emprendedor,124905.82,4329.81,839.74,87.08,-197.83,-1830.9,128133.71,2147,88,31,2203
2026-06,Chile,Premium,79579.01,2328.26,685.38,43.98,-194.22,-923.71,81518.71,1241,43,14,1269
2026-06,Chile,Corporativo,58155.46,1601.38,602.94,16.42,-147.11,-344.23,59884.86,481,15,3,494
2026-06,Chile,Siigo POS,14833.61,553.23,128.89,14.95,-39.18,-313.94,15177.55,565,25,12,578
2026-06,Chile,POS Gastrobar,7650.69,308.14,77.33,8.94,-19.87,-187.59,7837.64,218,10,5,223
2026-07,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,975,32,12,995
2026-07,Chile,Profesional Independiente,97180.67,4067.64,743.75,107.37,-251.12,-2257.59,99590.72,2251,112,52,2311
2026-07,Chile,Emprendedor,128133.71,4939.1,1052.05,95.97,-281.62,-2015.92,131923.28,2203,100,35,2268
2026-07,Chile,Premium,81518.71,2855.19,734.59,40.28,-197.35,-845.67,84105.75,1269,52,13,1308
2026-07,Chile,Corporativo,59884.86,1705.51,502.83,15.09,-48.0,-316.59,61743.71,494,16,3,507
2026-07,Chile,Siigo POS,15177.55,603.5,149.29,15.1,-28.43,-316.61,15600.41,578,27,12,593
2026-07,Chile,POS Gastrobar,7837.64,334.7,83.84,9.37,-18.79,-196.3,8050.46,223,11,6,229
2026-08,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,995,47,12,1030
2026-08,Chile,Profesional Independiente,99590.72,4820.16,1006.38,107.14,-162.6,-2245.05,103116.75,2311,132,52,2390
2026-08,Chile,Emprendedor,131923.28,5279.15,1135.86,92.93,-292.01,-1951.42,136187.79,2268,107,34,2341
2026-08,Chile,Premium,84105.75,2941.26,850.38,45.24,-262.81,-949.35,86730.45,1308,54,15,1347
2026-08,Chile,Corporativo,61743.71,1755.92,488.24,15.89,-136.91,-333.84,63533.0,507,17,3,521
2026-08,Chile,Siigo POS,15600.41,624.67,148.7,16.51,-42.52,-346.49,16001.29,593,28,13,608
2026-08,Chile,POS Gastrobar,8050.46,345.73,58.32,9.31,-19.83,-195.8,8248.18,229,12,6,235
